ID,Name,Age,Height,Weight,Overall,Potential,Value,Wage,Nationality,Club,Reputation,Foot
189509,Thiago,31,174,70,86,86,55500000,180000,Spain,Liverpool,3,Right
238074,R. James,22,178,87,84,88,5.7e+07,120000,England,Chelsea,2,Right
189332,Jordi Alba,33,170,68,85,85,2.8e+07,190000,Spain,FC Barcelona,3,Left
213565,T. Lemar,26,171,63,83,86,4.7e+07,74000,France,Atlético de Madrid,3,Left
230767,Renato Sanches,24,176,70,80,86,3.3e+07,72000,Portugal,Paris Saint-Germain,3,Right
190286,Canales,31,176,65,84,84,3.5e+07,42000,Spain,Real Betis Balompié,2,Left
226754,I. Bennacer,24,175,70,82,86,4e+07,63000,Algeria,AC Milan,2,Left
212462,Alex Telles,29,181,71,80,80,18500000,110000,Brazil,Sevilla FC,3,Left
231969,R. Malinovskyi,29,181,79,82,82,30500000,73000,Ukraine,Atalanta,3,Left
238744,W. McKennie,23,183,84,80,85,31500000,90000,United States,Juventus,2,Right
200145,Casemiro,30,185,84,89,89,8.6e+07,3e+05,Brazil,Real Madrid CF,3,Right
220651,Angeliño,25,171,69,83,85,4.2e+07,64000,Spain,TSG Hoffenheim,2,Left
230938,F. Kessié,25,183,88,84,86,47500000,165000,Côte d'Ivoire,FC Barcelona,3,Right
200458,L. Digne,28,178,74,82,82,27500000,1e+05,France,Aston Villa,2,Left
188545,R. Lewandowski,33,185,81,91,91,8.4e+07,420000,Poland,FC Barcelona,5,Right
181872,22 A. Vidal,34,180,75,81,81,1.2e+07,105000,Chile,Inter,4,Right
240699,N. De la Cruz,25,167,65,78,79,16500000,19000,Uruguay,River Plate,1,Right
232411,C. Nkunku,24,175,73,86,89,9.4e+07,90000,France,RB Leipzig,3,Right
188377,K. Walker,32,183,83,85,85,37500000,170000,England,Manchester City,3,Right
232656,T. Hernández,24,184,81,85,90,7.6e+07,82000,France,AC Milan,3,Left
186942,İ. Gündoğan,31,180,80,85,85,4.4e+07,185000,Germany,Manchester City,3,Right
214097,B. Bourigeaud,28,178,68,81,81,2.6e+07,66000,France,Stade Rennais FC,2,Right
223697,R. Gosens,27,183,76,82,82,29500000,59000,Germany,Inter,3,Left
181291,G. Wijnaldum,31,175,74,80,80,17500000,83000,Netherlands,Roma,3,Right
219683,C. Tolisso,27,181,81,81,81,27500000,75000,France,Olympique Lyonnais,3,Right
202126,H. Kane,28,188,89,89,89,105500000,240000,England,Tottenham Hotspur,4,Right
193747,Koke,30,176,77,83,83,34500000,74000,Spain,Atlético de Madrid,3,Right
195479,J. Tavernier,30,182,75,78,78,1.2e+07,51000,England,Rangers FC,1,Right
183711,J. Henderson,32,182,80,83,83,28500000,135000,England,Liverpool,3,Right
158023,L. Messi,35,169,67,91,91,5.4e+07,195000,Argentina,Paris Saint-Germain,5,Left
199556,M. Verratti,29,165,60,87,87,77500000,155000,Italy,Paris Saint-Germain,3,Right
214047,M. Uribe,31,183,77,81,81,2.1e+07,19000,Colombia,FC Porto,1,Right
239053,F. Valverde,23,182,78,84,90,6.6e+07,175000,Uruguay,Real Madrid CF,1,Right
208722,S. Mané,30,174,69,89,89,99500000,145000,Senegal,FC Bayern München,4,Right
205632,L. Ocampos,27,188,84,81,81,27500000,39000,Argentina,Sevilla FC,2,Right
233927,Lucas Paquetá,24,180,72,82,87,4.6e+07,70000,Brazil,Olympique Lyonnais,2,Left
202648,Sergi Darder,28,180,71,82,82,30500000,30000,Spain,RCD Espanyol de Barcelona,1,Right
216393,Y. Tielemans,25,176,72,84,86,52500000,115000,Belgium,Leicester City,2,Right
209297,Fred,29,169,62,80,80,20500000,120000,Brazil,Manchester United,3,Left
218667,Bernardo Silva,27,173,64,88,88,97500000,260000,Portugal,Manchester City,2,Left
210035,Grimaldo,26,172,67,82,85,36500000,19000,Spain,SL Benfica,3,Left
234153,Carlos Soler,25,180,76,83,88,5.3e+07,51000,Spain,Valencia CF,2,Right
224458,Diogo Jota,25,178,73,85,89,7.6e+07,170000,Portugal,Liverpool,2,Right
252371,J. Bellingham,19,186,75,84,91,81500000,41000,England,Borussia Dortmund,2,Right
201455,G. Kondogbia,29,188,80,82,82,29500000,71000,Central African Republic,Atlético de Madrid,2,Left
186345,K. Trippier,31,173,71,84,84,30500000,120000,England,Newcastle United,2,Right
173210,19 C. Marchisio,31,180,74,84,84,19500000,130000,Italy,Juventus,3,Right
193283,T. Delaney,30,182,79,81,81,21500000,33000,Denmark,Sevilla FC,2,Left
231747,K. Mbappé,23,182,73,91,95,190500000,230000,France,Paris Saint-Germain,4,Right
269765,S. Obisanya,22,185,77,81,88,52500000,55000,Nigeria,AFC Richmond,1,Right
183512,Yuri Berchiche,32,181,80,82,82,2.1e+07,35000,Spain,Athletic Club de Bilbao,2,Left
193165,J. Corona,29,173,66,81,81,25500000,40000,Mexico,Sevilla FC,3,Right
235008,L. Robertone,25,175,70,76,80,10500000,24000,Argentina,Unión Deportiva Almería,1,Right
204923,M. Sabitzer,28,178,76,80,80,2.1e+07,67000,Austria,FC Bayern München,3,Right
208128,H. Çalhanoğlu,28,178,76,84,84,4.2e+07,1e+05,Turkey,Inter,3,Right
224293,Rúben Neves,25,180,80,83,86,47500000,105000,Portugal,Wolverhampton Wanderers,2,Right
173030,Ó. Trejo,34,180,79,79,79,8e+06,25000,Argentina,Rayo Vallecano,1,Right
211748,K. Demirbay,28,183,71,81,81,25500000,65000,Germany,Bayer 04 Leverkusen,2,Left
209889,R. Guerreiro,28,170,71,82,82,27500000,57000,Portugal,Borussia Dortmund,3,Left
234396,A. Davies,21,185,77,84,89,60500000,59000,Canada,FC Bayern München,3,Left
172522,D. Wass,33,181,74,79,79,1.1e+07,55000,Denmark,Atlético de Madrid,2,Right
240679,T. Koopmeiners,24,183,77,80,84,3e+07,49000,Netherlands,Atalanta,2,Left
201519,J. Veretout,29,177,67,79,79,1.5e+07,42000,France,Olympique de Marseille,2,Right
195864,P. Pogba,29,191,84,85,85,52500000,165000,France,Juventus,4,Right
146536,Jesús Navas,36,172,60,83,83,8e+06,28000,Spain,Sevilla FC,2,Right
210243,Ricardo Pereira,28,175,70,83,83,3.3e+07,105000,Portugal,Leicester City,3,Right
209499,Fabinho,28,188,78,87,88,7.7e+07,185000,Brazil,Liverpool,3,Right
208421,Saúl,27,184,75,80,81,2.4e+07,58000,Spain,Atlético de Madrid,3,Left
231478,L. Martínez,24,174,72,86,90,98500000,110000,Argentina,Inter,3,Right
189513,Parejo,33,182,74,86,86,4.2e+07,64000,Spain,Villarreal CF,2,Right
226226,G. Lo Celso,26,177,68,81,83,31500000,1e+05,Argentina,Tottenham Hotspur,1,Left
201942,Roberto Firmino,30,181,76,83,83,35500000,150000,Brazil,Liverpool,3,Right
201389,C. Biraghi,29,185,78,80,80,18500000,58000,Italy,Fiorentina,2,Left
20801,Cristiano Ronaldo,37,187,83,90,90,4.1e+07,220000,Portugal,Manchester United,5,Right
228618,F. Mendy,27,180,73,83,84,3.8e+07,170000,France,Real Madrid CF,1,Left
190871,Neymar Jr,30,175,68,89,89,99500000,2e+05,Brazil,Paris Saint-Germain,5,Right
173731,G. Bale,32,185,82,81,81,20500000,14000,Wales,Los Angeles FC,4,Left
212242,R. Andrich,27,187,83,81,82,26500000,57000,Germany,Bayer 04 Leverkusen,2,Right
225375,K. Laimer,25,180,72,83,84,38500000,64000,Austria,RB Leipzig,2,Right
188350,M. Reus,33,180,71,85,85,33500000,78000,Germany,Borussia Dortmund,4,Right
206511,M. Arnold,28,184,74,80,81,20500000,51000,Germany,VfL Wolfsburg,2,Left
215914,N. Kanté,31,168,70,89,89,7.2e+07,220000,France,Chelsea,4,Right
216267,A. Robertson,28,178,64,87,87,7.2e+07,185000,Scotland,Liverpool,3,Left
203551,A. Florenzi,31,173,67,79,79,12500000,60000,Italy,AC Milan,3,Right
13743,17 S. Gerrard,36,183,83,81,81,1400000,10000,England,LA Galaxy,3,Right
208418,Y. Carrasco,28,185,73,85,85,54500000,90000,Belgium,Atlético de Madrid,3,Right
212523,Anderson Talisca,28,190,80,82,82,3.1e+07,64000,Brazil,Al Nassr,2,Left
208618,Lucas Vázquez,31,173,70,81,81,18500000,140000,Spain,Real Madrid CF,2,Right
188152,Oscar,30,179,70,81,81,2.5e+07,28000,Brazil,Shanghai Port FC,3,Right
251573,Renan Lodi,24,173,68,80,85,29500000,46000,Brazil,Atlético de Madrid,1,Left
195272,M. Faraoni,30,180,71,78,78,1.2e+07,27000,Italy,Hellas Verona,1,Right
205686,T. Savanier,30,172,69,81,81,2.5e+07,33000,France,Montpellier Hérault SC,2,Right
212207,N. Stanciu,29,170,63,79,79,1.7e+07,26000,Romania,Wuhan Three Towns,2,Right
207439,L. Paredes,28,180,75,80,80,18500000,79000,Argentina,Paris Saint-Germain,2,Right
205569,J. Ward-Prowse,27,173,66,81,82,29500000,69000,England,Southampton,2,Right
215071,M. Casco,34,170,69,77,77,3900000,17000,Argentina,River Plate,1,Right
178518,R. Nainggolan,34,177,89,76,76,3500000,22000,Belgium,Royal Antwerp FC,3,Right
165153,K. Benzema,34,185,81,91,91,6.4e+07,450000,France,Real Madrid CF,4,Right
182521,T. Kroos,32,183,76,88,88,7.2e+07,310000,Germany,Real Madrid CF,4,Right
121939,17 P. Lahm,32,170,66,88,88,29500000,2e+05,Germany,FC Bayern München,4,Right
178562,É. Banega,34,176,78,81,81,1.2e+07,47000,Argentina,Al Shabab,3,Right
243576,Pedro Porro,22,173,69,81,87,38500000,15000,Spain,Sporting CP,1,Right
236791,A. Barák,27,190,86,81,82,3e+07,41000,Czech Republic,Hellas Verona,1,Left
209989,T. Partey,29,185,77,84,84,3.6e+07,115000,Ghana,Arsenal,2,Right
241637,A. Tchouaméni,22,187,81,82,89,61500000,145000,France,Real Madrid CF,2,Right
183898,Á. Di María,34,180,69,84,84,2e+07,160000,Argentina,Juventus,4,Left
164169,19 Filipe Luís,32,182,74,85,85,21500000,80000,Brazil,Atlético de Madrid,3,Left
207410,M. Kovačić,28,176,80,84,84,4.2e+07,155000,Croatia,Chelsea,3,Right
200104,H. Son,29,183,78,89,89,1.01e+08,240000,Korea Republic,Tottenham Hotspur,4,Right
189596,T. Müller,32,185,76,87,87,6.3e+07,115000,Germany,FC Bayern München,4,Right
214997,Á. Correa,27,171,70,83,84,42500000,80000,Argentina,Atlético de Madrid,2,Right
192638,Marcos Alonso,31,188,85,79,79,12500000,95000,Spain,Chelsea,2,Left
155862,Sergio Ramos,36,184,82,84,84,7500000,75000,Spain,Paris Saint-Germain,4,Right
180206,M. Pjanić,32,178,72,81,81,2e+07,145000,Bosnia and Herzegovina,FC Barcelona,3,Right
226162,E. Buendía,25,172,65,80,82,26500000,84000,Argentina,Aston Villa,3,Right
189125,G. Bonaventura,32,181,75,78,78,1.1e+07,52000,Italy,Fiorentina,2,Right
135455,16 Maicon,33,184,77,77,77,2900000,70000,Brazil,Roma,3,Right
217870,G. Di Lorenzo,28,183,83,82,82,27500000,66000,Italy,Napoli,2,Right
236480,Y. Bissouma,25,182,80,81,86,34500000,88000,Mali,Tottenham Hotspur,1,Right
171877,M. Hamšík,34,183,73,80,80,9500000,45000,Slovakia,Trabzonspor,3,Right
176676,22 Marcelo,33,174,75,79,79,9e+06,125000,Brazil,Real Madrid CF,4,Left
189362,21 Hulk,33,180,85,80,80,1.3e+07,20000,Brazil,Shanghai Port FC,4,Left
171579,Raúl García,35,184,83,80,80,9e+06,28000,Spain,Athletic Club de Bilbao,2,Right
231866,Rodri,26,191,82,87,89,88500000,2e+05,Spain,Manchester City,3,Right
252060,T. Pobega,22,188,78,76,85,1.7e+07,45000,Italy,AC Milan,1,Left
227813,O. Zinchenko,25,175,64,79,82,21500000,73000,Ukraine,Arsenal,2,Left
247090,E. Fernández,21,180,77,78,87,31500000,12000,Argentina,SL Benfica,1,Right
230256,Adryan Zonta,30,172,68,81,81,2.2e+07,23000,Brazil,RB Bragantino,1,Left
239231,Cucurella,23,172,66,81,85,34500000,90000,Spain,Chelsea,1,Left
198164,Jonathan Viera,32,171,67,80,80,16500000,14000,Spain,Unión Deportiva Las Palmas,2,Right
168651,I. Rakitić,34,184,78,82,82,1.4e+07,39000,Croatia,Sevilla FC,3,Right
203535,T. Vilhena,27,175,70,76,76,8e+06,19000,Netherlands,RCD Espanyol de Barcelona,2,Left
215798,M. Cornet,25,179,69,78,81,18500000,63000,Côte d'Ivoire,West Ham United,2,Left
233419,Raphinha,25,176,68,83,86,4.8e+07,180000,Brazil,FC Barcelona,2,Left
230658,Arthur,25,171,73,80,82,26500000,1e+05,Brazil,Juventus,2,Right
146562,21 Santi Cazorla,35,168,65,82,82,0,0,Spain,"",3,Right
205498,Jorginho,30,180,68,85,85,51500000,165000,Italy,Chelsea,2,Right
210881,J. McGinn,27,178,68,79,80,2e+07,83000,Scotland,Aston Villa,2,Left
236496,M. Guendouzi,23,185,68,80,86,3.3e+07,41000,France,Olympique de Marseille,1,Right
198031,Sérgio Oliveira,30,181,78,79,79,1.7e+07,70000,Portugal,Galatasaray SK,1,Right
210008,A. Rabiot,27,192,80,80,81,2.4e+07,105000,France,Juventus,2,Left
203483,D. Klaassen,29,179,70,79,79,1.7e+07,21000,Netherlands,Ajax,2,Right
216594,N. Fekir,28,173,75,85,85,54500000,48000,France,Real Betis Balompié,3,Left
210406,P. Zieliński,28,180,75,83,83,36500000,78000,Poland,Napoli,3,Right
192883,H. Mkhitaryan,33,177,75,81,81,1.6e+07,74000,Armenia,Inter,3,Right
248243,E. Camavinga,19,182,68,79,89,3.8e+07,78000,France,Real Madrid CF,3,Left
226271,Fabián,26,189,70,83,85,44500000,75000,Spain,Napoli,2,Left
138412,J. Milner,36,175,70,78,78,4400000,69000,England,Liverpool,2,Right
191740,Ander Herrera,32,182,71,79,79,1.4e+07,78000,Spain,Paris Saint-Germain,3,Right
156519,H. Herrera,32,185,78,80,80,16500000,12000,Mexico,Houston Dynamo,3,Right
246191,J. Álvarez,22,173,71,78,86,3.2e+07,1e+05,Argentina,Manchester City,1,Right
240709,R. Baku,24,176,75,80,84,3e+07,46000,Germany,VfL Wolfsburg,2,Right
223874,V. Rongier,27,172,70,78,79,1.6e+07,40000,France,Olympique de Marseille,2,Right
239085,E. Haaland,21,195,94,88,94,1.48e+08,220000,Norway,Manchester City,4,Left
222077,M. Locatelli,24,185,75,82,86,4e+07,37000,Italy,Juventus,2,Right
239301,L. Martínez,24,178,77,81,86,3.5e+07,95000,Argentina,Manchester United,2,Left
229752,D. Sow,25,184,76,80,82,26500000,34000,Switzerland,Eintracht Frankfurt,2,Right
184943,19 Ramires,31,179,69,80,80,1e+07,30000,Brazil,Jiangsu FC,3,Right
233064,M. Mount,23,180,74,84,87,57500000,130000,England,Chelsea,3,Right
189271,F. Coquelin,31,176,74,80,80,17500000,39000,France,Villarreal CF,2,Right
199304,Danilo,30,184,78,80,80,1.8e+07,95000,Brazil,Juventus,2,Right
221363,D. van de Beek,25,184,74,79,84,25500000,105000,Netherlands,Manchester United,3,Right
208830,J. Vardy,35,179,74,85,85,2.3e+07,110000,England,Leicester City,3,Right
216320,S. Fofana,27,185,74,81,81,27500000,43000,Côte d'Ivoire,Racing Club de Lens,2,Right
253727,L. Provod,25,189,84,75,80,8e+06,1000,Czech Republic,SK Slavia Praha,1,Left
203376,V. van Dijk,30,193,92,90,90,9.8e+07,230000,Netherlands,Liverpool,4,Right
229927,Gerson,25,184,76,78,82,19500000,38000,Brazil,Olympique de Marseille,2,Left
233029,R. Aliendro,31,173,72,76,76,6e+06,17000,Argentina,River Plate,1,Right
146954,18 Gabi,33,181,74,81,81,10500000,60000,Spain,Atlético de Madrid,3,Right
210411,Otávio,27,171,67,82,82,32500000,21000,Portugal,FC Porto,1,Right
200610,K. Volland,29,179,85,82,82,30500000,76000,Germany,AS Monaco,2,Left
223273,M. Pašalić,27,188,82,81,81,27500000,60000,Croatia,Atalanta,2,Right
269760,R. Kent,40,182,82,83,83,0,45000,England,AFC Richmond,1,Left
225201,Álex Berenguer,26,175,73,80,80,2.3e+07,33000,Spain,Athletic Club de Bilbao,1,Right
234568,Gedson Fernandes,23,181,71,77,81,1.5e+07,42000,Portugal,Beşiktaş JK,1,Right
223959,L. Torreira,26,166,60,81,83,28500000,73000,Uruguay,Galatasaray SK,2,Right
227236,A. Zambo Anguissa,26,184,78,81,83,28500000,58000,Cameroon,Napoli,1,Right
222558,R. Karsdorp,27,184,80,80,81,2.2e+07,63000,Netherlands,Roma,2,Right
208461,M. de Roon,31,185,76,80,80,1.5e+07,51000,Netherlands,Atalanta,3,Right
211093,C. McGregor,29,178,74,77,77,9e+06,50000,Scotland,Celtic,1,Left
162347,João Moutinho,35,170,61,81,81,10500000,70000,Portugal,Wolverhampton Wanderers,3,Right
162240,22 M. Dembélé,33,185,85,79,79,1.1e+07,21000,Belgium,Guangzhou City,3,Left
247851,Bruno Guimarães,24,182,74,81,86,38500000,88000,Brazil,Newcastle United,2,Right
242444,João Félix,22,181,70,84,90,68500000,78000,Portugal,Atlético de Madrid,2,Right
184200,M. Arnautović,33,192,83,82,82,19500000,51000,Austria,Bologna,3,Right
231943,Richarlison,25,181,71,81,84,34500000,105000,Brazil,Tottenham Hotspur,3,Right
222665,M. Ødegaard,23,178,68,84,89,63500000,105000,Norway,Arsenal,3,Left
251854,Pedri,19,174,61,85,93,1.16e+08,115000,Spain,FC Barcelona,2,Right
208135,A. Doucouré,29,184,76,79,79,1.7e+07,49000,Mali,Everton,2,Right
208093,Gerard Moreno,30,180,77,85,85,5.3e+07,64000,Spain,Villarreal CF,2,Left
213648,P. Højbjerg,26,187,84,83,85,40500000,110000,Denmark,Tottenham Hotspur,2,Right
216189,Capa,30,175,75,77,77,9e+06,25000,Spain,Athletic Club de Bilbao,2,Right
135507,22 Fernandinho,36,179,67,81,81,5e+06,86000,Brazil,Manchester City,3,Right
204539,L. Advíncula,32,180,80,76,76,5e+06,16000,Peru,Boca Juniors,1,Right
211110,P. Dybala,28,177,75,86,86,69500000,130000,Argentina,Roma,3,Left
227535,R. Bentancur,25,187,73,79,83,24500000,85000,Uruguay,Tottenham Hotspur,2,Right
199434,D. Tadić,33,181,76,84,84,26500000,32000,Serbia,Ajax,3,Left
251116,T. Holeš,29,180,73,78,78,1.2e+07,1000,Czech Republic,SK Slavia Praha,1,Right
229984,B. Chilwell,25,180,77,82,85,3.7e+07,110000,England,Chelsea,2,Left
169051,19 F. Guarín,32,183,80,74,74,3200000,15000,Colombia,Shanghai Shenhua FC,3,Right
202884,L. Spinazzola,29,186,75,82,82,2.7e+07,77000,Italy,Roma,3,Right
216036,R. Delgado,32,178,70,73,73,2e+06,11000,Argentina,Club Atlético Colón,1,Left
204963,Carvajal,30,173,73,84,84,36500000,185000,Spain,Real Madrid CF,3,Right
236401,N. Mazraoui,24,183,62,82,86,40500000,59000,Morocco,FC Bayern München,2,Right
197965,22 Pizzi,31,177,72,79,79,14500000,17000,Portugal,İstanbul Başakşehir FK,3,Right
198784,A. Oxlade-Chamberlain,28,175,70,77,77,10500000,90000,England,Liverpool,2,Right
208141,Gabriel,28,187,83,75,75,5500000,14000,Brazil,SL Benfica,1,Left
10535,15 Xavi,34,170,67,86,86,15500000,160000,Spain,FC Barcelona,4,Right
205070,Portu,30,167,66,78,78,13500000,33000,Spain,Getafe CF,1,Right
247030,P. Ševčík,28,172,66,75,75,5500000,1000,Czech Republic,SK Slavia Praha,1,Right
253124,Matheus Nunes,23,183,76,79,86,3.5e+07,15000,Portugal,Sporting CP,1,Right
193061,R. Pereyra,31,182,77,78,78,11500000,20000,Argentina,Udinese Calcio,2,Right
226807,C. Roldan,27,173,75,75,75,6e+06,9000,United States,Seattle Sounders FC,1,Right
190717,M. Antonio,32,178,82,79,79,1.4e+07,79000,Jamaica,West Ham United,2,Right
199451,W. Ben Yedder,31,170,68,84,84,35500000,88000,France,AS Monaco,2,Right
202652,R. Sterling,27,170,69,86,86,72500000,195000,England,Chelsea,4,Right
210315,De Tomás,27,180,79,83,84,42500000,35000,Spain,RCD Espanyol de Barcelona,1,Right
269770,R. Montlaur,27,176,70,77,77,1e+07,43000,France,AFC Richmond,1,Left
246104,R. Gravenberch,20,190,79,79,89,38500000,45000,Netherlands,FC Bayern München,1,Right
197083,D. Caligiuri,34,182,80,75,75,2600000,26000,Italy,FC Augsburg,2,Right
246669,B. Saka,20,178,65,82,89,60500000,76000,England,Arsenal,2,Left
230183,Gerson Armão,22,186,73,78,78,1.5e+07,24000,Brazil,Internacional,1,Left
191043,Alex Sandro,31,180,80,80,80,15500000,95000,Brazil,Juventus,3,Left
187072,L. Stindl,33,181,80,79,79,1.1e+07,34000,Germany,Borussia Mönchengladbach,3,Right
224081,K. Phillips,26,178,72,81,85,3.2e+07,120000,England,Manchester City,2,Right
239732,S. Żurkowski,24,185,77,76,82,1.2e+07,40000,Poland,Fiorentina,1,Right
199042,C. Aránguiz,33,171,68,80,80,10500000,53000,Chile,Bayer 04 Leverkusen,3,Right
230251,Melvin Parrela,22,188,88,79,79,18500000,17000,Brazil,RB Bragantino,1,Right
243231,E. Mwepu,24,184,76,76,82,1.2e+07,49000,Zambia,Brighton & Hove Albion,1,Right
230481,Ronaldo Cabrais,30,177,75,83,83,3.5e+07,59000,Brazil,Palmeiras,1,Right
208450,Andreas Pereira,26,177,70,76,79,1e+07,51000,Brazil,Fulham,1,Right
226491,K. Tierney,25,178,70,81,85,3.3e+07,82000,Scotland,Arsenal,2,Left
202371,T. Meunier,30,191,90,78,78,1.2e+07,41000,Belgium,Borussia Dortmund,2,Right
193352,R. Rodríguez,29,182,77,74,74,3500000,33000,Switzerland,Torino F.C.,2,Left
217036,Álex Moreno,29,179,68,80,80,18500000,29000,Spain,Real Betis Balompié,1,Left
237520,22 M. Camara,24,182,75,75,80,8500000,1000,Guinea,Olympiacos CFP,1,Right
240471,22 F. Gorriarán,26,168,68,77,80,12500000,22000,Uruguay,Santos Laguna,1,Right
239093,J. Clauss,29,178,69,80,80,18500000,45000,France,Olympique de Marseille,1,Right
195861,Y. Rakitskyi,32,185,83,79,79,11500000,25000,Ukraine,Adana Demirspor,2,Left
226268,F. Dimarco,24,175,75,78,83,2e+07,47000,Italy,Inter,2,Left
237238,S. McTominay,25,193,88,80,83,2.5e+07,1e+05,Scotland,Manchester United,2,Right
210324,J. Hofmann,29,176,73,81,81,25500000,40000,Germany,Borussia Mönchengladbach,2,Right
171897,A. Guardado,35,169,67,77,77,3e+06,16000,Mexico,Real Betis Balompié,3,Left
190875,22 J. Kucka,34,186,84,75,75,2600000,5000,Slovakia,Watford,2,Right
183498,21 M. Parolo,35,184,75,79,79,4900000,40000,Italy,Lazio,2,Right
201400,Rafinha,29,174,71,78,78,13500000,74000,Brazil,Paris Saint-Germain,2,Left
238067,N. Zaniolo,22,190,75,81,88,5.3e+07,71000,Italy,Roma,2,Left
193474,I. Gueye,32,174,66,82,82,20500000,88000,Senegal,Paris Saint-Germain,2,Right
210896,M. Sanson,27,180,73,76,77,8500000,66000,France,Aston Villa,2,Right
247394,D. Kulusevski,22,186,75,81,87,41500000,105000,Sweden,Tottenham Hotspur,2,Left
224030,M. Lopez,24,167,58,78,81,1.9e+07,30000,France,U.S. Sassuolo Calcio,1,Right
146530,22 Dani Alves,38,172,70,77,77,2300000,71000,Brazil,FC Barcelona,4,Right
212404,F. Bernardeschi,28,185,77,79,79,17500000,12000,Italy,Toronto FC,2,Left
178213,E. Capoue,33,190,80,80,80,1.3e+07,39000,France,Villarreal CF,2,Right
211688,Gayà,27,172,66,82,83,3.2e+07,44000,Spain,Valencia CF,3,Left
200949,Lucas Moura,29,174,70,80,80,20500000,105000,Brazil,Tottenham Hotspur,3,Right
220697,J. Maddison,25,175,73,82,84,3.8e+07,1e+05,England,Leicester City,1,Right
210739,C. Nielsen,28,182,76,76,76,7500000,26000,Denmark,Club Brugge KV,1,Right
231913,F. Aursnes,26,179,71,78,79,1.5e+07,12000,Norway,Feyenoord,2,Right
216475,Morales,34,180,70,80,80,1e+07,39000,Spain,Villarreal CF,2,Right
243245,O. Kökçü,21,175,68,79,86,35500000,11000,Turkey,Feyenoord,2,Right
202556,M. Depay,28,176,78,85,85,5.5e+07,230000,Netherlands,FC Barcelona,4,Right
206006,E. Alioski,30,172,63,74,74,3600000,45000,North Macedonia,Fenerbahçe SK,1,Left
240950,Pedro Gonçalves,24,173,77,81,86,3.9e+07,19000,Portugal,Sporting CP,1,Right
231318,R. Perraud,24,173,68,76,82,1.1e+07,38000,France,Southampton,1,Left
223154,O. Tufan,27,179,80,74,75,4800000,17000,Turkey,Hull City,1,Right
189575,Muniain,29,170,66,84,84,41500000,49000,Spain,Athletic Club de Bilbao,2,Right
213242,A. Tameze,28,180,78,77,77,10500000,29000,France,Hellas Verona,1,Right
226790,W. Ndidi,25,183,74,84,86,47500000,105000,Nigeria,Leicester City,1,Right
190674,B. André,31,180,74,79,79,12500000,35000,France,LOSC Lille,2,Right
212269,R. Bazoer,25,184,74,77,80,1.4e+07,12000,Netherlands,AZ Alkmaar,2,Right
230065,S. Serdar,25,184,75,77,81,14500000,30000,Germany,Hertha BSC,2,Right
220971,N. Keïta,27,172,64,81,82,29500000,115000,Guinea,Liverpool,2,Right
